Fighter Name
Benito Lopez
Steve Lopez
Gustavo Lopez
Aaron Lott
Brendan Loughnane
Caolán Loughran
Nate Loughran
Ian Loveland
Waylon Lowe
Joseph Lowry
Robert Lucarelli
Matt Lucas
Iasmin Lucindo
Duane Ludwig
Mike Lullo
Qiu Lun
Dalcha Lungiambula
Vicente Luque
Thaddeus Luster
Travis Lutter
Tucker Lutz
Stevie Lynch
Chris Lytle
Dong Hyun Ma
Pawan Maan
William Macario
Ryan MacDonald
Jason MacDonald
Rob MacDonald
Rory MacDonald
Veronica Hardy
Caio Machado
Valesca Machado
Ian Machado Garry
Lyoto Machida
Anthony Macias
Pauline Macias
Reza Madadi
Don Madge
Ryan Madigan
Victor Madrigal
Mark Madsen
Jon Madsen
Leonardo Mafra
Bernardo Magalhaes
Caio Magalhaes
Vinny Magalhaes
Angela Magana
Neil Magny
Raimond Magomedaliev
Rashid Magomedov
Ruslan Magomedov
Shara Magomedov
Abus Magomedov
Zabit Magomedsharipov
John Maguire
Maheshate
Bill Mahood
Jennifer Maia
Demian Maia
Nayara Maia
Roshan Mainam
Levan Makashvili
John Makdessi
Islam Makhachev
Bilyal Makhov
Zach Makovsky
Azat Maksum
Fabio Maldonado
Bea Malecki
Nazareno Malegarie
Jacob Malkoun
Mike Malott
Troy Mandaloniz
Nate Maness
Gary Mangat
Jon Manley
Marnic Mann
Jimi Manuwa
William Marcario
Cristiano Marcello
Daniel Marcos
Jose Maria
Enrique Marin
Jesse Mariotti
Chepe Mariscal
Ronny Markes
Rory Markham
Randa Markos
Christina Marks
Brendon Marotte
Nate Marquardt
Danilo Marques
Julian Marquez
Carmelo Marrero
Dallas Marron
Cesar Marscucci
John Marsh
Doug Marshall
Eliot Marshall
Francis Marshall
Jack Marshman
Anthony Rocco Martin
Mallory Martin
Eric Martin
Terry Martin
Justin Martin
Michal Martinek
Jonathan Martinez
Henry Martinez
Danny Martinez
Rainy Martinez
Melissa Martinez
Roque Martinez
Mana Martinez
Victor Martinez
David Martinez
Lucas Martins
Adriano Martins
Bristol Marunde
Kazuma Maruyama
Mike Massenzio
Tiffany Masters
Jorge Masvidal
Al Matavao
Eduardo Matias Torres
Tateki Matsuda
Jean Matsumoto
Koyomi Matsushima
Jake Matthews
Connor Matthews
John Matua
Francesco Maturi
Vladimir Matyushenko
Miranda Maverick
Nick Maximov
Jack May
Don'Tale Mayes
Gray Maynard
Gina Mazany
Sabina Mazo
Scott McAfee
Michael McBride
Ian McCall
Molly McCann
Charles McCarthy
Eric McConico
Sean McCorkle
Kris McCray
Tamdan McCrory
Justin McCully
Bubba McDaniel
Michael McDonald
Drew McFedries
Gan McGee
Court McGee
Marcus McGhee
Ryan McGilivray
Jack McGlaughlin
Conor McGregor
Sean Mcinerney
Antonio McKee
Rhys McKee
Cory McKenna
Cody McKenzie
Tim McKenzie
Terrance McKinney
Garreth McLellan
Sara McMann
James McSweeney
Tim Means
Yancy Medeiros
Anistavio Medeiros
MarQuel Mederos
Uroš Medić
Todd Medina
Emil Meek
Alton Meeks
Gerald Meerschaert
Jordan Mein
Brian Melancon
Dominik Melendez
Gilbert Melendez
Marcello Mello
Vanessa Melo
Augusto Mendes
Chad Mendes
Antonio Mendes
Eddie Mendez
Mateus Mendonça
Pietro Menga
Alonzo Menifield
Ivan Menjivar
Dave Menne
Joe Merritt
Jonathan Meunier
Yaotzin Meza
Guy Mezger
Jonathan Micallef
Andreas Michailidis
David Michaud
Christophe Midoux
Keith Mielke
Bojan Mihajlovic
Pat Miletich
Curtis Millender
Jim Miller
Dan Miller
Cole Miller
Phillip Miller
Jason Miller
Juliana Miller
Mo Miller
Che Mills
Adam Milstead
Alberto Mina
Zhang Mingyang
Darrick Minner
Ikuhisa Minowa
Carlton Minus
Stipe Miocic
Frank Mir
Vitor Miranda
Mario Miranda
Gabriel Miranda
Kazuo Misaki
Toby Misech
Dokonjonosuke Mishima
Martin Mishtaku
Danny Mitchell
Bryce Mitchell
Maurice Mitchell
Terrence Mitchell
Felix Lee Mitchell
Roman Mitichyan
Matt Mitrione
Eiji Mitsuoka
Takeya Mizugaki
Roxanne Modafferi
Bobby Moffett
Nate Mohr
Renato Moicano
Thiago Moisés
Muhammad Mokaev
Ashkan Mokhtarian
Suman Mokhtarian
Jeffrey Molina
Rudyard Moncayo
Jeff Monson
Darrell Montague
Erick Montano
Augusto Montano
Nicco Montano
Alberto Montes
Steve Montgomery
James Moontasri
Homer Moore
Taylor Moore
Marlon Moraes
Sergio Moraes
Sheymon Moraes
John Moraga
Vince Morales
Albert Morales
Leonardo Morales
Joseph Morales
Michael Morales
Omar Morales
Sarah Moras
Christian Morecraft
Richardson Moreira
Gisele Moreira
Vinicius Moreira
Brandon Moreno
Dan Moret
Peggy Morgan
Sammy Morgan
Alexander Morgan
Joe Moriera
Alex Morono
Maryna Moroz
Sergey Morozov
Scott Morris
Brad Morris
Anthony Morrison
Harry Moskowitz
Carlos Mota
Nikolas Motta
Eduarda Moura
Flavio Moura
Gegard Mousasi
Kris Moutinho
Jamie Moyle
Askar Mozharov
Sumudaerji
Lauren Mueller
Belal Muhammad
Quinn Mulhern
James Mulheron
Jamie Mullarkey
Jim Mullen
Melissa Mullins
Pedro Munhoz
Andre Muniz
Alexander Munoz
Mark Munoz
Johnny Munoz
Olivier Murad
Makhmud Muradov
Kanako Murata
Aili Muratbek
Vince Murdock
Samandar Murodov
Lauren Murphy
Lerone Murphy
Tom Murphy
Lee Murray
Jesse Murray
Khalid Murtazaliev
Azamat Murzakanov
Josias Musasa
Nico Musoke
Magomed Mustafaev
Max Mustaki
Elvis Mutapcic
Przemyslaw Mysiala
Muhammad Naimov
Rin Nakai
Kazuhiro Nakamura
Keita Nakamura
Rinya Nakamura
Jutaro Nakao
Tyson Nam
Rose Namajunas
Nad Narimani
Roger Narvaez
Rodrigo Nascimento
Allan Nascimento
Bobby Nash
Nasrudin Nasrudinov
Rafael Natal
Kevin Natividad
Ismail Naurdiev
Reza Nazri
Tafon Nchukwi
Dustin Neace
Geoff Neal
Stanislav Nedkov
Josh Neer
Nicolae Negumereanu
Nair Nelikyan
Steve Nelmark
Kyle Nelson
Gunnar Nelson
Roy Nelson
Shane Nelson
Antonio Braga Neto
Mario Neto
Eduardo Neves
Nick Newell
Journey Newson
Jeff Newton
Carlos Newton
Francis Ngannou
Ben Nguyen
Steven Nguyen
Alex Nicholson
Bo Nickal
Mike Nickels
Matheus Nicolau
Stewart Nicoll
Jaimee Nievera
Tom Niinimaki
Ramsey Nijem
Mats Nilsson
Jack Nilsson
Yamato Nishikawa
Anthony Njokuani
Chidi Njokuani
Derrick Noble
Kyle Noblitt
Pedro Nobre
Antonio Rogerio Nogueira
Minotauro Nogueira
Alexandre Nogueira
Kyle Noke
Tom Nolan
KJ Noons
Sage Northcutt
Shohei Nose
Jason Novelli
Phillipe Nover
Taiyilake Nueraji
Shayilan Nuerdanbieke
Amanda Nunes
Istela Nunes
Diego Nunes
Josiane Nunes
Diyar Nurgozhay
Khabib Nurmagomedov
Said Nurmagomedov
Abubakar Nurmagomedov
Umar Nurmagomedov
Kennedy Nzechukwu
Jake O'Brien
TJ O'Brien
Sean O'Connell
Sean O'Malley
Chuck O'Neil
Casey O'Neill
Brendan O'Reilly
Jose Ochoa
Christian Ocon
Richard Odoms
Volkan Oezdemir
Kaan Ofli
Trey Ogden
Andy Ogle
Ho Taek Oh
Koji Oishi
Yushin Okami
JJ Okanovich
Bolaji Oki
Aleksei Oleinik
Michal Oleksiejczuk
Ednaldo Oliveira
Wendell Oliveira
Alex Oliveira
Maria Oliveira
Rafaello Oliveira
Vinicius Oliveira
Charles Oliveira
Saimon Oliveira
Bruno Oliveira
Ravena Oliveira
Felipe Olivieri
Cameron Olson
Gadzhi Omargadzhiev
Alan Omer
Daniel Omielanczuk
Michihiro Omigawa
David Onama
Charlie Ontiveros
Chibwikem Onyenegecha
Myktybek Orolbai
Brian Ortega
Dustin Ortiz
Tito Ortiz
Ode Osbourne
Nick Osipczak
Nissen Osterneck
Rachael Ostovich
Zak Ottow
Sidney Outlaw
Alistair Overeem
Alptekin Ozkilic
Nick Pace
Larissa Pacheco
Angel Pacheco
Teemu Packalen
Chris Padilla
Fernando Padilla
Michael Page
Dustin Pague
Raulian Paiva
Dinis Paiva
Fredson Paixao
Luis Pajuelo
Rick Palacios
Bart Palaszewski
Sasha Palatnikov
Soa Palelei
Rousimar Palhares
Tulio Palhares
Alexandre Pantoja
Jared Papazian
Kathryn Paprocki
Joe Pardo
Remco Pardoel
Josh Parisian
Karo Parisyan
JunYong Park
Jae Hyun Park
HyunSung Park
Harvey Park
Norman Parke
Ryan Parker
Mick Parkin
Preston Parsons
Jonny Parsons
Onassis Parungao
Ramona Pascual
Billy Pasulatan
Jhonoven Pati
Wendri Patilima
Jorge Patino
Alan Patrick
Claude Patrick
Michael Patt
Sam Patterson
Zac Pauga
Julio Paulino
Thomas Paull
Sergei Pavlovich
Pawel Pawlak
Estevan Payan
Roland Payne
Jonathan Pearce
Ross Pearson
Andre Pederneiras
Carlo Pedersoli
Tyson Pedro
Trevor Peek
Filip Pejic
Kurt Pellegrino
Julianna Peña
Luis Pena
Matěj Peňáz
Sherman Pendergarst
Cathal Pendred
Feng Pengchao
BJ Penn
Jessica Penne
Nick Penner
Raquel Pennington
Tecia Pennington
Robbie Peralta
Viviane Pereira
Alberto Pereira
Michel Pereira
Daniel Pereira
Alex Pereira
Erik Perez
Frankie Perez
Alejandro Pérez
Alex Perez
Markus Perez
Ailin Perez
Anthony Perosh
Hernani Perpetuo
Thiago Perpétuo
Jay Perrin
Mike Perry
Raphael Pessoa Nunes
Viktor Pesta
Tony Peterra
Emily Peters Kagan
Thomas Petersen
Steven Peterson
Vitor Petrino
Andre Petroski
Armen Petrosyan
Ivana Petrović
Seth Petruzelli
Peter Petties
Sergio Pettis
Anthony Pettis
Forrest Petz
Cody Pfister
Nam Phan
Costas Philippou
John Phillips
Elizabeth Phillips
Aaron Phillips
Kyler Phillips
Vinc Pichel
Jamie Pickett
Brad Pickett
Fabiola Pidroni
Oskar Piechota
Mike Pierce
Joao Pierini
Sean Pierson
Domingo Pilarte
Paddy Pimblett
Daniel Pineda
Jesus Pinedo
Luana Pinheiro
Mario Pinto
Gaetano Pirrello
Maki Pitolo
Dmitry Poberezhets
Jamal Pogues
Ross Pointon
Dustin Poirier
Igor Pokrajac
John Polakowski
Julia Polastri
Santiago Ponzinibbio
Grigory Popov
Alexander Poppeck
Parker Porter
Ihor Potieria
Callan Potter
Dylan Potter
Ruan Potts
Devin Powell
Marcin Prachnio
Wagner Prado
Francisco Prado
Trevor Prangley
Ricardo Prasel
Rana Rudra Pratap Singh
Carlo Prater
Carlos Prates
Michel Prazeres
Kyle Prepolec
Niko Price
Chris Price
Dorian Price
Shane Primm
Jiří Procházka
Lara Procopio
Joe Proctor
Lucie Pudilova
Claudio Puelles
Juan Puerta
Juan Puig
Jens Pulver
Andrey Pulyaev
CM Punk
Joe Pyfer
Mike Pyle
Billy Quarantillo
Nate Quarry
Vinicius Queiroz
Jimmy Quinlan
Josh Quinlan
Michel Quinones
Landon Quinones
Jose Quinonez
Cristian Quiñonez
Benji Radach
Jordan Radev
Charles Radtke
Loik Radzhabov
Josh Raferty
Ricky Rainey
Shavkat Rakhmonov
Aleksandar Rakić
Jessica Rakoczy
Zygimantas Ramaska
Hector Ramirez
Mitch Ramirez
Thomas Ramirez
Ricardo Ramos
Vernon Ramos
Davi Ramos
Luis Ramos
Kevin Randleman
Mitch Raposo
Bec Rawlings
Stevie Ray
Gideon Ray
Mateusz Rębecki
Greg Rebello
Paul Redmond
Karl Reed
Elise Reed
Johnny Rees
Zachary Reese
Steve Regman
Chad Reiner
Jason Reinhardt
Wilson Reis
Leigh Remedios
Paulo Renato Jr.
Chance Rencountre
Marion Reneau
Solomon Renfro
Marco Polo Reyes
Dominick Reyes
Jon Delos Reyes
Alex Reyes
Kyle Reyes
Victor Reyna
Mike Rhodes
Johnny Rhodes
Lucrezia Ria
Amanda Ribas
Brendson Ribeiro
Claudio Ribeiro
Esteban Ribovics
Alessandro Ricci
Mike Ricci
Tabatha Ricci
Brad Riddell
Matthew Riddle
Joe Riggs
Aaron Riley
Jordan Rinaldi
Robbie Ring
Nick Ring
Mike Rio
Diego Rivas
Jimmie Rivera
Francisco Rivera
Dante Rivera
Jorge Rivera
Jerome Rivera
Irwin Rivera
Pedro Rizzo
Theo Rlayang
Kali Robbins
Karl Roberson
Danny Roberts
Buddy Roberts
Roosevelt Roberts
Keifer Roberts
Tyrone Roberts
Joey Roberts
Andre Roberts
Daniel Roberts
Gillian Robertson
Kenny Robertson
Colin Robinson
Alvin Robinson
Mark David Robinson
Vagner Rocha
Carlos Eduardo Rocha
Lucas Rocha
Keith Rockel
Luke Rockhold
Gregory Rodrigues
Kleydson Rodrigues
Mike Rodriguez
Manuel Rodriguez
Yair Rodriguez
Daniel Rodriguez
Marina Rodriguez
Paul Rodriguez
Ricco Rodriguez
Ronaldo Rodriguez
Ray Rodriguez
Piera Rodriguez
Victor Rodriguez
Christian Rodriguez
Drako Rodriguez
Pete Rodriguez
Nick Roehrick
Saul Rogers
Max Rohskopf
Marcelo Rojo
Shane Roller
Jared Rollins
Alexandr Romanov
Yoel Romero
Ricardo Romero
Kaleio Romero
Anthony Romero
Roberto Romero
Mara Romero Borella
Cortavious Romious
Juancamilo Ronderos
Rongzhu
Jesse Ronson
George Roop
Joao Roque
Marcos Rosa
Aaron Rosa
Charles Rosa
Karol Rosa
Jacob Rosales
Raul Rosas Jr.
Hilarie Rose
Jared Rosholt
Jake Rosholt
Kevin Rosier
Shannon Ross
Kristian Rothaermel
Ben Rothwell
Khalil Rountree Jr.
Ronda Rousey
Phil Rowe
Cam Rowston
Brandon Royval
Jairzinho Rozenstruik
Mauricio Rua
Marco Ruas
Rodrigo Ruas
Rodolfo Rubio
Gabe Ruediger
Mauricio Ruffy
Eddie Ruiz
Montserrat Ruiz
Mike Russow
Bas Rutten
Mashrabjon Ruzibaev
Nursulton Ruziboev
Cameron Saaiman
Danny Sabatello
Pat Sabatini
Amir Sadollah
Nazim Sadykhov
Frankie Saenz
Saparbeg Safarov
Tarec Saffiedine
Jason Saggo
Wang Sai
Benoît Saint Denis
Ovince Saint Preux
Lukasz Sajewski
Augusto Sakai
Alessio Sakara
Gokhan Saki
Kazushi Sakuraba
Hayato Sakurai
Justin Salas
Ivan Salaverry
Roman Salazar
Luis Saldana
Muslim Salikhov
Quillan Salkilld
Boston Salmon
Sean Salmon
John Salter
Dylan Salvador
Vinicius Salvador
Josh Samman
Josh Sampo
Andrew Sanchez
Joby Sanchez
Roberto Sanchez
Eddie Sanchez
Julian Sanchez
Diego Sanchez
Luke Sanders
Jerrod Sanders
Jesse Sanders
Cory Sandhagen
Hector Sandoval
Joseph Sandoval
Chris Sanford
Roldan Sangcha-an
Martin Sano
Duda Santana
Shaheen Santana
Sean Santella
Mike Santiago
Will Santiago
Jorge Santiago
Richie Santiago
Art Santore
Bruno Santos
Iliarde Santos
Leonardo Santos
Thiago Santos
Yana Santos
Taila Santos
Luana Santos
Paulo Santos
Adriano Santos
Gabriel Santos
Marilia Santos
Edivan Santos
Daniel Santos
Djorden Santos
Mairon Santos
Joilton Lutterbach
Nick Sanzo
Jeka Saragih
Diego Saraiva
Ulka Sasaki
Yuki Sasaki
Paul Sass
Keisuke Sasu
Takenori Sato
Takashi Sato
Chris Saunders
Ben Saunders
Townsend Saunders
Matt Sayles
Brandon Sayles
Mark Scanlon
Eric Schafer
Kerry Schall
Brendan Schaub
Matheus Scheffel
Fabiano Scherner
Samy Schiavo
Pat Schilling
Semmy Schilt
Matt Schnell
Josh Schockman
Alex Schoenauer
Darrill Schoonover
Nate Schroeder
Mark Schultz
Justin Scoggins
Bradley Scott
Zach Scroggin
Neil Seery
Tetsuya Seki
Stefan Sekulic
Pete Sell
Matthew Semelsberger
Andrei Semenov
Mackens Semerzier
YeDam Seo
Ivan Serati
Alex Serdyukov
Matt Serra
Nick Serra
Fredy Serrano
Adrian Serrano
Igor Severino
Dan Severn
Rosi Sexton
Edmen Shahbazyan
Leon Shahbazyan
Don Shainis
Liliya Shakirova
Kamal Shalorus
Ken Shamrock
Frank Shamrock
Sean Sharaf
Eric Shelton
Sean Sherk
Chase Sherman
Valentina Shevchenko
Antonina Shevchenko
Ming Shi
Jake Shields
Henrique Shiguemoto
Shunichi Shimizu
Wade Shipp
Josh Shockley
Liudvik Sholinian
Jack Shore
Ivan Shtyrkov
Ronal Siahaan
Sam Sicilia
Serhiy Sidey
Steven Siler
Felipe Silva
Joaquim Silva
Claudio Silva
Leandro Silva
Antonio Silva
Erick Silva
Wagner Silva
Gabriel Silva
Mayra Bueno Silva
Bruno Silva
Jay Silva
Jhonata Silva
Janaina Silva
Wanderlei Silva
Anderson Silva
Assuerio Silva
Erik Silva
Natalia Silva
Jacob Silva
Maria Silva
Karine Silva
Jansey Silva
Danny Silva
Jean Silva
Douglas Silva de Andrade
Elias Silverio
Jamey Simmons
Ricky Simon
Aaron Simpson
Tony Sims
Everett Sims
Wes Sims
Lodune Sincaid
Rory Singer
Arjan Singh Bhullar
Elvis Sinosic
Mitchell Sipe
Gian Siqueira
Jeremia Siregar
Dennis Siver
Chas Skelly
Kimbo Slice
Joe Slick
Gilbert Smith
Colton Smith
Trevor Smith
Anthony Smith
Leslie Smith
Devonte Smith
Cole Smith
Braxton Smith
Patrick Smith
Maurice Smith
Scott Smith
Jacobe Smith
Elijah Smith
Michael Smith
Nate Smith
Dmitrii Smoliakov
Louis Smolka
Cameron Smotherman
Shimon Smotritsky
Richie Smullen
Devin Smyth
Peter Sobotta
Renato Sobral
Rameau Sokoudjou
Alexander Soldatkin
Joe Solecki
Jin Soo Son
Joe Son
Emrah Sonmez
Chael Sonnen
Benardo Sopaj
Emiliano Sordi
Sean Soriano
Punahele Soriano
Dmitry Sosnovskiy
Ben Sosoli
Krzysztof Soszynski
George Sotiropoulos
Alex Soto
Joe Soto
Greg Soto
Andre Soukhamthath
Mario Sousa
Bobby Southworth
Kevin Souza
Ronaldo Souza
Livinha Souza
Ketlen Souza
Willian Souza
Bruno Souza
Chris Spang
Andreas Spang
Ryan Spann
Tommy Speer
Felicia Spencer
Sean Spencer
Eric Spicely
Daniel Spitz
Serghei Spivac
Daniel Spohn
Pete Spratt
Austin Springer
Georges St-Pierre
Andreas Stahl
Ron Stallings
Cody Stamann
Cristina Stanciu
Brian Stann
Joshua Stansbury
Dion Staring
Clifford Starks
Kalib Starnes
Laureano Staropoli
Damian Stasiak
Dominique Steele
Kody Steele
Ricky Steele
Alex Steibling
Steve Steinbeiss
Dmitrei Stepanov
Jeremy Stephens
Aljamain Sterling
Maia Stevenson
Joe Stevenson
Darren Stewart
Kyle Stewart
Navajo Stirling
Dan Stittgen
Lazar Stojadinovic
Denis Stojnic
Julija Stoliarenko
Dustin Stoltzfus
Niklas Stolze
Ken Stone
Rick Story
Darko Stosic
Greg Stott
Curtis Stout
Sam Stout
Jesse Strader
Dave Strasser
Gerald Strebendt
Sean Strickland
Mark Striegl
Hans Stringer
Stefan Struve
Josh Stuart
Mike Stumpf
Tatiana Suarez
Vineesh Subrahmanyan
Genki Sudo
Lukasz Sudolski
George Sullivan
Amar Suloev
Justin Sumter
Rama Supandhi
Joel Sutton
Danilo Suzart
Martin Svensson
Daniel Swain
Cub Swanson
Evan Sweesy
Mike Swick
Floyd Sword
Oumar Sy
Klaudia Syguła
Bentley Syler
Kevin Syler
Tim Sylvia
Kevin Szaflarski
Eugenio Tadeu
Justin Tafa
Junior Tafa
Khalid Taha
Tatsuro Taira
Mairbek Taisumov
Yoshiki Takahashi
Daiju Takase
Oleg Taktarov
Montrel Talbert
Payton Talbott
Nordine Taleb
Murtaza Talha
Issei Tamura
Akitoshi Tamura
Jason Tan
Michinori Tanaka
Evan Tanner
Miesha Tate
Brad Tavares
Thiago Tavares
Ramon Taveras
Danielle Taylor
Paul Taylor
Jesse Taylor
James Te Huna
Shawn Teed
John Teixeira
Glover Teixeira
Tallison Teixeira
Tra Telligman
Ramazan Temirov
Taneisha Tennant
David Terrell
James Terry
Testy Test
David Teymur
Daniel Teymur
Motonobu Tezuka
Jason Thacker
Alexia Thainara
Brandon Thatch
Elias Theodorou
Paulo Thiago
Colby Thicknesse
Ryan Thomas
Din Thomas
Timothy Thomas
Stephen Thompson
Oli Thompson
Nick Thompson
Josh Thomson
Simeon Thoresen
Gleison Tibau
Nolan Ticman
Darren Till
Denis Tiuliulin
Andrew Todhunter
Duško Todorović
Tuco Tokkos
Puja Tomar
Tyler Toner
James Toney
Aleksandre Topuria
Ilia Topuria
Alex Torres
Jose Torres
Miguel Angel Torres
Anthony Torres
Ronys Torres
Desmond Torres
Manuel Torres
Salim Touahri
Dequan Townsend
Slim Trabelsi
Tiago Trator
Roberto Traven
Francisco Trevino
Angelo Trevino
Frank Trigg
Francisco Trinaldo
Michael Trizano
Antonio Trocoli
Tor Troeng
Abel Trujillo
Arman Tsarukyan
Rei Tsuruya
Chris Tuchscherer
Jon Tuck
Gavin Tucker
Jumabieke Tuerxun
Tai Tuivasa
Zubaira Tukhugov
Teila Tuli
Marco Tulio
Nyamjargal Tumendemberel
Albert Tumenov
Ricky Turcios
Anton Turkalj
Wellington Turman
Courtney Turner
Jalin Turner
Austin Tweedy
Marcin Tybura
Takeru Uchida
Tagir Ulanbekov
Carlos Ulberg
Gasan Umalatov
Caol Uno
Logan Urban
Elias Urbina
Hector Urbina
Gilbert Urbina
Nick Urso
Yasuhiro Urushitani
Sho Patrick Usami
Kamaru Usman
Mohammed Usman
Darren Uyenoyama
Richie Vaculik
Artem Vakhitov
Genaro Valdez
Charlie Valencia
Robert Valentin
Ivan Valenzuela
Timur Valiev
Victor Valimaki
Kevin Vallejos
Isaac Vallie-Flagg
Joshua Van
Mike Van Arsdale
Matt Van Buren
Ron Van Clief
Cameron VanCamp
Jared Vanderaa
Austin Vanderford
Lando Vannata
Paige VanZant
Paul Varelans
Kazula Vargas
Jamie Varner
Guilherme Vasconcelos
Yuri Vaulin
Manny Vazquez
Javier Vazquez
Matt Veach
Joe Vedepo
Kelly Velasco
Greg Velasco
David Velasquez
Cain Velasquez
Bojan Velickovic
Karlos Vemola
Luigi Vendramini
Kerry Vera
Marlon Vera
Brandon Vera
Carlos Vera
Isis Verbeek
Ernie Verdicia
Joe Veres
Nikolay Veretennikov
CJ Vergara
Renato Verissimo
Marvin Vettori
Hugo Viana
Polyana Viana
James Vick
Tamires Vidal
Ketlen Vieira
Reginaldo Vieira
Milton Vieira
Rodolfo Vieira
Steve Vigneault
Gian Villante
Ike Villanueva
Armando Villarreal
Yuri Villefort
Danillo Villefort
Marcos Vinicius
Falaniko Vitale
Cheyanne Vlismas
Bobby Voelker
Mateo Vogel
Danylo Voievodkin
Alexander Volkanovski
Jacob Volkmann
Alexander Volkov
Jason Von Flue
Jordan Vucenic
Chris Wade
Neil Wain
TJ Waldburger
Chase Waldon
Johnny Walker
Valter Walker
Brogan Walker
Donny Walker
Julius Walker
Ben Wall
Austin Wall
Randall Wallace
Rodney Wallace
Crafton Wallace
James Wallace
Jimmy Wallhead
Cory Walmsley
Rich Walsh
Patrick Walsh
Andy Wang
Joshua Wang-Kim
Curt Warburton
Charlie Ward
Terrion Ware
Ron Waterman
Dominic Waters
Trey Waters
Michelle Waterson-Gomez
Tom Watson
Walel Watson
Kyle Watson
Brok Weaver
Jonavin Webb
Royston Wee
Darian Weeks
Joshua Weems
Chris Weidman
Dakota Weigher
Zhang Weili
Mark Weir
Christian Wellisch
Jeremiah Wells
Orlando Welt
Fabricio Werdum
Mike Wessel
Sheldon Westcott
Alex White
Craig White
Vernon White
Patrik White
Rob Whiteford
Mike Whitehead
Garett Whiteley
Emily Whitmire
Robert Whittaker
Josh Wick
Adam Wieczorek
Jonathan Wiezorek
Justin Wilcox
Mike Wilkinson
Rob Wilkinson
Aaron Wilkinson
James Wilks
Tim Williams
Patrick Williams
Jordan Williams
Cole Williams
Khaos Williams
Tedd Williams
Pete Williams
Karl Williams
Justin Willis
Jonathan Wilson
Westin Wilson
Chris Wilson
Matt Wiman
Eddie Wineland
Deron Winn
Andre Winner
Eric Wisely
Keith Wisniewski
Jason Witt
Travis Wiuff
Ray Wizard
Karolina Wojcik
Danyelle Wolf
Brandon Wolff
Joanne Wood
Nathaniel Wood
Val Woodburn
Tyron Woodley
Sean Woodson
Cal Worsham
Khama Worthy
Justin Wren
Jordan Wright
Marcin Wrzosek
Song Yadong
Jamie Yager
Eddie Yagin
Rani Yahya
Mohammad Yahya
Alexander Yakovlev
Keichiro Yamamiya
Kenichi Yamamoto
Norifumi Yamamoto
Yan Xiaonan
Petr Yan
Qihui Yan
Wu Yanan
Adam Yandiev
Adrian Yanez
Jianping Yang
Dongi Yang
Masutatsu Yano
Hu Yaozong
Emmanuel Yarbrough
Cale Yarbrough
Ashley Yoder
Sang Hoon Yoo
SuYoung You
Shane Young
Jason Young
Shanna Young
Besam Yousef
Rob Yundt
Sodiq Yusuff
Gilbert Yvel
Luke Zachrich
Anton Zafir
Aiemann Zahabi
Joao Zaiden
Youssef Zalal
Zach Zane
Roger Zapata
David Zawada
Manolo Zecchini
Daniel Zellhuber
Rickson Zenidim
Yizha
Tiequan Zhang
Daermisi Zhawupasi
Daria Zhelezniakova
Lu Zhengyong
Lv Zhenhong
Shang Zhifa
Yao Zhikui
Zhalgas Zhumagulov
Farès Ziam
James Zikic
Cat Zingano
Igor Zinoviev
Allan Zuniga
