,level_0,index,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,index_Red,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,Wins_Red,Losses_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,index_Blue,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,Wins_Blue,Losses_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
219,219,525,rob font,deiveson figueiredo,Blue,False,Bantamweight,1,3,1,0,1,3.01,0.55,1.6,1.68,0.35,5,3,36,6,0,1,2,4,3,0,10,1.0,165.1,172.72,135,1,0,0,5.53,0.45,0.3,0.89,0.35,4,6,43,0,0,0,3,6,1,0,10,1.0,172.72,180.34,135,36,35,U-DEC,900.0,294.0,0.46,0.34,5.44,3.58,0.57,0.44,0.84,0.32,0.45,12.95,145.0,68.0,71.5,37.0,21.0,-8.0,9.0,0.43,8.0,0.38,4.0,0.19,283.0,0.54,0.35,2.91,3.55,0.5,0.6,1.62,1.43,0.78,12.83,135.0,65.0,68.0,37.0,24.0,-4.0,9.0,0.38,6.0,0.25,9.0,0.38
220,220,528,punahele soriano,dustin stoltzfus,Blue,False,Middleweight,1,3,1,0,0,3.51,0.44,1.0,2.45,0.41,1,4,14,0,0,0,1,1,0,0,2,1.0,182.88,190.5,185,1,0,0,4.89,0.53,0.0,1.48,0.56,3,3,15,0,0,0,1,3,0,0,4,0.0,180.34,182.88,170,31,32,SUB,550.0,824.0,0.54,0.56,5.0,3.88,0.48,0.38,1.47,0.0,0.98,9.15,171.0,71.0,72.5,32.0,11.0,-4.0,7.0,0.64,2.0,0.18,2.0,0.18,840.0,0.45,0.41,3.47,3.29,0.47,0.46,2.31,1.15,0.38,8.67,185.5,72.0,75.0,33.0,16.0,-6.0,3.0,0.19,7.0,0.44,6.0,0.38
221,221,529,miesha tate,julia avila,Red,False,Women's Bantamweight,0,3,0,1,0,2.59,0.43,0.3,0.54,0.33,2,1,10,0,0,0,1,1,1,0,3,1.0,170.18,172.72,135,2,0,0,2.62,0.45,1.3,2.02,0.31,5,8,59,6,1,0,6,1,4,0,12,1.0,167.64,165.1,135,37,35,SUB,675.0,859.0,0.45,0.32,2.62,2.98,0.52,0.55,2.02,1.29,0.06,12.72,135.5,66.0,65.0,38.0,20.0,-9.0,4.0,0.2,8.0,0.4,8.0,0.4,54.0,0.42,0.38,2.81,3.28,0.56,0.53,0.63,0.21,0.21,11.82,135.5,67.0,68.0,36.0,9.0,-4.0,4.0,0.44,3.0,0.33,2.0,0.22
222,222,531,drakkar klose,joe solecki,Red,False,Lightweight,1,3,0,2,0,1.98,0.56,1.4,2.23,0.46,4,1,16,0,1,0,2,0,3,0,6,1.0,175.26,177.8,155,0,2,0,4.37,0.55,0.0,1.58,0.26,3,2,25,0,0,1,5,1,0,0,7,1.0,175.26,177.8,155,35,30,KO/TKO,101.0,446.0,0.55,0.28,4.33,3.54,0.5,0.69,1.65,0.0,0.22,11.33,156.0,69.0,70.0,36.0,15.0,-3.0,6.0,0.4,9.0,0.6,0.0,0.0,821.0,0.54,0.48,1.97,1.85,0.51,0.14,2.06,1.37,0.0,10.93,155.0,69.0,70.5,31.0,13.0,-6.0,1.0,0.08,4.0,0.31,8.0,0.62
223,223,534,veronica hardy,jamey-lyn horth,Red,False,Women's Flyweight,0,3,0,1,0,3.97,0.62,0.0,0.5,0.25,1,0,3,0,0,0,1,0,0,0,1,1.0,170.18,167.64,125,0,1,0,3.13,0.45,0.3,1.08,0.41,1,4,15,0,0,0,1,0,1,0,2,0.0,162.56,162.56,125,28,33,S-DEC,900.0,503.0,0.45,0.41,3.12,3.48,0.49,0.56,0.93,0.27,0.0,12.48,125.8,64.0,64.0,29.0,9.0,-5.0,1.0,0.11,6.0,0.67,2.0,0.22,386.0,0.52,0.36,2.72,2.58,0.61,0.72,1.0,0.25,0.0,15.0,126.0,67.0,66.0,34.0,7.0,-2.0,3.0,0.43,2.0,0.29,2.0,0.29
224,224,535,brendan allen,paul craig,Red,False,Middleweight,1,5,0,1,1,2.45,0.46,1.6,1.68,0.2,4,6,29,0,0,0,0,3,6,0,9,1.0,190.5,193.04,185,0,5,0,3.98,0.53,1.4,1.74,0.47,5,2,25,0,0,0,3,1,7,0,11,1.0,187.96,190.5,185,27,35,SUB,638.0,22.0,0.54,0.39,3.79,3.83,0.46,0.59,1.67,1.3,0.37,10.08,201.8,74.0,75.0,29.0,24.0,-6.0,5.0,0.21,5.0,0.21,14.0,0.58,183.0,0.45,0.21,2.52,3.03,0.43,0.38,1.52,1.42,0.09,8.33,186.0,75.5,76.0,37.0,17.0,-9.0,4.0,0.24,0.0,0.0,13.0,0.76
225,225,536,michael morales,jake matthews,Red,False,Welterweight,1,3,0,1,0,3.38,0.44,0.6,1.56,0.41,3,6,44,0,0,1,4,2,5,0,12,1.0,180.34,185.42,170,0,4,0,5.42,0.48,0.0,1.16,0.41,4,0,10,0,0,0,2,2,0,0,4,1.0,182.88,200.66,170,24,29,U-DEC,900.0,570.0,0.48,0.42,5.42,3.42,0.53,0.92,1.16,0.0,0.92,10.82,171.0,72.0,79.0,25.0,17.0,0.0,12.0,0.71,4.0,0.24,1.0,0.06,533.0,0.44,0.41,3.45,2.63,0.61,0.68,1.46,0.55,0.3,11.73,170.5,71.5,73.0,30.0,21.0,-7.0,6.0,0.29,8.0,0.38,7.0,0.33
226,226,537,chase hooper,jordan leavitt,Red,False,Lightweight,1,3,0,1,0,2.55,0.61,1.1,2.19,0.25,2,2,13,0,0,1,0,2,2,0,5,0.0,175.26,180.34,155,0,1,0,5.08,0.52,2.3,1.45,0.24,2,3,20,0,0,0,2,2,1,0,5,0.0,185.42,187.96,155,24,28,SUB,178.0,385.0,0.52,0.28,4.97,3.26,0.37,0.58,1.83,2.39,0.14,9.7,155.5,73.0,74.0,25.0,15.0,-3.0,4.0,0.27,3.0,0.2,8.0,0.53,474.0,0.61,0.25,2.55,1.84,0.57,0.3,2.19,1.09,0.27,6.87,168.0,69.0,71.0,28.0,11.0,-3.0,2.0,0.18,3.0,0.27,6.0,0.55
227,227,539,luana pinheiro,amanda ribas,Blue,False,Women's Strawweight,0,3,1,0,0,4.63,0.4,0.7,2.07,0.51,4,3,22,0,0,0,4,0,2,0,6,1.0,160.02,167.64,125,0,4,0,3.57,0.4,0.2,2.24,0.33,4,0,8,0,0,1,1,1,0,0,4,1.0,157.48,157.48,115,31,30,KO/TKO,833.0,691.0,0.4,0.33,3.42,4.03,0.62,0.69,1.8,0.2,0.4,10.73,115.5,62.5,62.5,32.0,11.0,-4.0,2.0,0.18,4.0,0.36,5.0,0.45,729.0,0.4,0.54,4.29,3.24,0.6,0.83,2.06,0.59,0.1,12.75,116.0,64.0,66.0,31.0,12.0,-6.0,4.0,0.31,5.0,0.38,4.0,0.31
228,228,549,sergei pavlovich,tom aspinall,Blue,True,Heavyweight,1,5,0,1,0,8.07,0.67,1.6,3.27,1.0,5,1,8,1,0,0,0,4,2,0,6,1.0,195.58,198.12,256,0,6,0,5.86,0.44,0.0,0.0,0.0,6,1,7,0,0,0,0,6,0,0,6,0.0,190.5,213.36,257,31,30,KO/TKO,69.0,665.0,0.44,0.4,4.54,3.81,0.54,0.75,0.63,0.0,2.2,4.78,249.0,75.0,84.0,32.0,19.0,-3.0,15.0,0.79,4.0,0.21,0.0,0.0,52.0,0.67,1.0,8.07,2.89,0.65,1.0,3.27,1.63,4.09,2.03,255.0,77.0,78.0,31.0,15.0,-3.0,12.0,0.8,0.0,0.0,3.0,0.2
229,229,552,diego lopes,pat sabatini,Red,False,Featherweight,1,3,0,1,0,2.02,0.59,1.9,3.73,0.42,4,1,13,0,0,0,3,0,2,0,5,1.0,172.72,177.8,145,0,1,0,3.24,0.55,3.7,0.33,0.25,1,2,7,0,0,0,0,0,1,0,1,1.0,180.34,182.88,145,28,33,KO/TKO,90.0,497.0,0.54,0.4,4.2,4.11,0.51,0.53,0.5,2.76,0.75,8.55,145.0,71.0,72.5,30.0,26.0,-6.0,10.0,0.38,4.0,0.15,12.0,0.46,767.0,0.6,0.44,1.94,1.47,0.49,0.5,3.97,1.99,0.25,7.55,145.0,68.0,70.0,34.0,19.0,-5.0,2.0,0.11,5.0,0.26,12.0,0.63
230,230,553,steve erceg,alessandro costa,Red,False,Flyweight,1,3,0,1,0,4.14,0.47,0.0,0.27,0.12,1,1,8,0,0,1,0,1,0,0,2,1.0,162.56,170.18,125,0,1,0,4.37,0.48,0.5,1.16,0.26,1,0,3,1,0,0,1,0,0,0,1,1.0,172.72,172.72,125,28,27,U-DEC,900.0,264.0,0.49,0.26,4.37,4.22,0.53,0.61,1.16,0.47,0.23,12.9,125.5,68.0,68.0,29.0,12.0,-3.0,1.0,0.09,4.0,0.36,6.0,0.55,176.0,0.48,0.13,4.14,3.5,0.58,0.91,0.27,0.0,0.82,10.97,140.0,64.0,67.0,28.0,14.0,-4.0,4.0,0.33,2.0,0.17,6.0,0.5
231,231,554,tabatha ricci,loopy godinez,Blue,False,Women's Strawweight,0,3,0,3,0,4.16,0.48,1.0,2.95,0.47,3,3,24,0,0,1,3,0,2,0,6,1.0,157.48,154.94,115,0,4,0,4.63,0.38,0.1,2.99,0.38,4,1,13,0,0,0,3,0,1,0,4,1.0,154.94,154.94,115,28,30,S-DEC,900.0,732.0,0.36,0.38,4.18,5.29,0.58,0.82,2.74,0.12,0.0,13.37,115.5,61.0,61.0,29.0,11.0,-3.0,1.0,0.09,7.0,0.64,3.0,0.27,319.0,0.48,0.48,4.16,3.69,0.63,0.81,2.95,1.01,0.09,13.57,115.5,62.0,61.0,31.0,12.0,-5.0,1.0,0.08,9.0,0.75,2.0,0.17
232,232,556,jared gordon,mark madsen,Red,False,Lightweight,1,3,1,0,0,3.56,0.49,0.0,2.86,0.66,4,1,13,0,0,1,2,1,0,0,4,1.0,172.72,182.88,155,1,0,0,5.75,0.55,0.0,1.78,0.31,3,5,32,0,0,1,5,1,0,0,7,1.0,175.26,172.72,155,35,39,KO/TKO,282.0,327.0,0.56,0.32,5.75,3.97,0.57,0.63,1.78,0.0,0.09,11.27,173.5,69.0,68.0,36.0,20.0,-7.0,7.0,0.35,11.0,0.55,2.0,0.1,506.0,0.49,0.67,3.56,3.97,0.52,0.63,2.86,0.0,0.0,10.5,154.6,68.0,72.0,39.0,12.0,-2.0,3.0,0.25,6.0,0.5,3.0,0.25
233,233,558,joshua van,kevin borjas,Red,False,Flyweight,1,3,0,1,0,4.92,0.4,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,1.0,165.1,172.72,125,0,1,0,8.55,0.52,0.0,1.2,0.5,1,0,3,0,0,1,0,0,0,0,1,1.0,165.1,165.1,125,22,25,U-DEC,900.0,899.0,0.54,0.64,8.88,5.82,0.6,0.81,1.32,0.0,0.19,13.32,126.0,65.0,65.0,23.0,12.0,-2.0,6.0,0.5,4.0,0.33,2.0,0.17,101.0,0.4,0.0,4.92,6.7,0.49,0.61,0.0,0.0,0.0,12.2,141.1,65.0,68.0,26.0,9.0,-3.0,8.0,0.89,1.0,0.11,0.0,0.0
234,234,560,jailton almeida,derrick lewis,Red,False,Heavyweight,1,5,0,1,0,2.48,0.5,0.0,0.57,0.26,6,9,57,2,0,2,2,14,0,0,18,1.0,190.5,200.66,260,0,6,0,2.46,0.64,2.6,6.85,0.59,6,0,8,0,0,0,0,2,4,0,6,1.0,190.5,200.66,205,32,38,U-DEC,1500.0,26.0,0.66,0.6,2.62,0.89,0.42,0.6,6.58,2.41,0.0,6.83,235.0,75.0,79.0,33.0,22.0,-3.0,8.0,0.36,1.0,0.05,13.0,0.59,482.0,0.51,0.26,2.48,2.48,0.41,0.53,0.57,0.0,0.57,9.15,266.0,75.0,79.0,40.0,28.0,-12.0,23.0,0.82,4.0,0.14,1.0,0.04
235,235,563,caio borralho,abus magomedov,Red,False,Middleweight,1,3,1,0,0,2.88,0.44,0.0,2.65,0.77,1,1,3,0,0,0,0,1,0,0,1,1.0,187.96,198.12,185,0,6,0,3.61,0.6,0.5,1.56,0.6,6,0,15,0,0,0,4,1,1,0,6,0.0,185.42,190.5,185,30,33,U-DEC,900.0,102.0,0.6,0.6,3.61,2.34,0.63,0.77,1.56,0.52,0.52,12.85,186.0,73.5,75.0,32.0,17.0,-1.0,5.0,0.29,8.0,0.47,4.0,0.24,510.0,0.44,0.65,2.65,3.35,0.56,1.0,3.12,0.28,0.28,10.58,185.0,74.0,78.0,34.0,27.0,-6.0,14.0,0.52,6.0,0.22,7.0,0.26
236,236,566,angela hill,denise gomes,Red,False,Women's Strawweight,0,3,0,2,0,4.48,0.49,0.9,0.88,0.3,2,1,9,0,0,0,1,2,0,0,3,1.0,157.48,160.02,115,1,0,0,5.46,0.49,0.1,0.76,0.32,3,13,68,0,0,0,8,2,0,0,10,1.0,160.02,162.56,115,38,23,U-DEC,900.0,375.0,0.5,0.33,5.47,4.92,0.61,0.75,0.81,0.12,0.12,14.37,115.5,63.0,64.5,40.0,18.0,-14.0,5.0,0.28,12.0,0.67,1.0,0.06,322.0,0.5,0.25,4.55,3.11,0.51,0.67,0.72,0.9,0.36,11.87,115.0,62.0,63.0,25.0,10.0,-3.0,6.0,0.6,4.0,0.4,0.0,0.0
