,RedFighter,BlueFighter,RedOdds,BlueOdds,Date,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,FinishRoundTime,TotalFightTimeSecs
56,Aiemann Zahabi,Pedro Munhoz,,,2024-11-02,Red,False,Bantamweight,1,3,2,0,0,5.38,0.41,0.5,0.48,0.16,4,9,51,0,0,0,4,3,3,0,10,1.0,167.64,165.1,135,0,4,0,4.06,0.46,0.0,0.16,0.14,4,2,17,0,0,0,3,2,0,0,5,1.0,172.72,172.72,135,36,38,U-DEC,5:00,900.0
57,Charles Jourdain,Victor Henry,,,2024-11-02,Red,False,Bantamweight,1,3,0,2,0,7.66,0.53,0.4,0.84,0.36,2,1,14,0,0,1,1,1,0,0,3,,170.18,172.72,135,2,0,1,5.43,0.48,0.6,0.34,0.21,2,7,36,0,0,0,2,2,2,0,6,,175.26,175.26,135,28,37,SUB,3:43,523.0
58,Jack Shore,Youssef Zalal,,,2024-11-02,Blue,False,Featherweight,1,3,0,2,1,2.84,0.49,1.5,2.34,0.35,3,3,24,0,0,0,3,0,2,0,5,,177.8,182.88,145,1,0,0,3.6,0.58,0.6,3.22,0.39,5,2,20,0,0,1,2,0,3,0,6,1.0,172.72,180.34,145,29,28,SUB,0:59,359.0
59,Alexandr Romanov,Rodrigo Nascimento,,,2024-11-02,Red,False,Heavyweight,1,3,1,0,0,3.71,0.47,0.5,1.02,0.37,3,2,18,0,0,2,1,0,2,0,5,1.0,187.96,203.2,246,1,0,0,3.78,0.51,0.9,4.49,0.55,5,3,17,0,0,1,1,1,3,0,6,0.0,187.96,190.5,262,33,31,U-DEC,5:00,900.0
60,Serhiy Sidey,Garrett Armfield,,,2024-11-02,Red,False,Bantamweight,1,3,1,0,0,5.35,0.53,0.6,1.1,0.5,2,2,9,0,0,0,1,1,0,0,2,1.0,167.64,177.8,135,1,0,0,4.87,0.39,1.4,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,,180.34,182.88,135,28,28,S-DEC,5:00,900.0
61,Chad Anheliger,Cody Gibson,,,2024-11-02,Blue,False,Bantamweight,1,3,0,1,0,3.47,0.44,0.7,2.18,0.4,1,5,16,0,0,0,0,1,1,0,2,1.0,177.8,180.34,135,0,1,0,3.11,0.46,0.5,0.68,0.3,2,2,15,0,0,1,1,1,0,0,3,1.0,167.64,162.56,135,37,37,U-DEC,5:00,900.0
62,Jamey-Lyn Horth,Ivana Petrovic,,,2024-11-02,Red,False,Women's Flyweight,0,3,0,1,0,2.0,0.39,1.1,2.53,0.43,1,1,6,0,0,0,0,0,1,0,1,0.0,172.72,177.8,125,1,0,0,3.29,0.56,0.0,1.0,0.37,1,1,6,0,0,0,1,0,0,0,1,1.0,170.18,167.64,125,34,30,S-DEC,5:00,900.0
63,Ilia Topuria,Max Holloway,-305.0,245.0,2024-10-26,Red,True,Featherweight,1,5,0,3,0,7.16,0.47,0.3,0.25,0.53,13,7,98,9,0,1,8,11,2,0,22,1.0,180.34,175.26,145,0,7,0,4.69,0.47,1.1,2.02,0.61,7,0,16,1,0,0,2,4,1,0,7,1.0,170.18,175.26,145,27,32,KO/TKO,1:34,694.0
64,Robert Whittaker,Khamzat Chimaev,200.0,-245.0,2024-10-26,Blue,False,Middleweight,1,3,0,7,0,5.36,0.58,2.8,4.31,0.46,7,0,12,0,1,0,1,2,3,0,7,1.0,187.96,190.5,185,0,2,0,4.54,0.43,0.0,0.8,0.38,9,5,64,4,0,1,10,6,0,0,17,1.0,182.88,185.42,185,33,30,SUB,3:34,214.0
65,Magomed Ankalaev,Aleksandar Rakic,-340.0,270.0,2024-10-26,Red,False,Light Heavyweight,1,3,2,0,0,4.16,0.5,0.1,0.66,0.23,4,3,22,0,0,0,4,2,0,0,6,1.0,193.04,198.12,205,0,10,1,3.64,0.52,0.0,0.92,0.31,9,1,33,1,0,0,4,6,0,0,10,1.0,190.5,190.5,205,32,32,U-DEC,5:00,900.0
66,Lerone Murphy,Dan Ige,-340.0,270.0,2024-10-26,Red,False,Featherweight,1,3,1,0,0,3.66,0.45,0.2,0.99,0.26,6,7,49,0,0,2,3,4,2,0,11,1.0,170.18,180.34,145,0,6,1,4.8,0.54,0.6,1.78,0.54,6,0,20,0,0,1,3,2,0,0,6,1.0,175.26,185.42,145,33,33,U-DEC,5:00,900.0
67,Shara Magomedov,Armen Petrosyan,-166.0,140.0,2024-10-26,Red,False,Middleweight,1,3,1,0,0,5.95,0.52,0.0,0.19,0.33,2,2,14,0,0,1,2,1,0,0,4,1.0,190.5,180.34,185,0,3,0,6.82,0.65,0.0,0.0,0.0,3,0,9,0,0,0,2,1,0,0,3,1.0,187.96,185.42,185,30,33,KO/TKO,4:52,592.0
68,Ibo Aslan,Rafael Cerqueira,-108.0,-112.0,2024-10-26,Red,False,Light Heavyweight,1,3,0,0,0,1.18,0.1,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,190.5,193.04,205,0,2,0,8.34,0.5,0.0,0.0,0.0,2,0,4,0,0,0,0,2,0,0,2,1.0,190.5,195.58,205,28,34,KO/TKO,0:51,51.0
69,Geoff Neal,Rafael Dos Anjos,-245.0,200.0,2024-10-26,Red,False,Welterweight,1,3,2,0,0,3.48,0.47,0.6,1.95,0.35,5,14,111,4,0,1,11,4,5,0,21,0.0,172.72,177.8,170,2,0,0,5.05,0.51,0.1,0.56,0.5,6,4,30,0,0,1,1,5,1,0,8,0.0,180.34,190.5,170,34,40,KO/TKO,1:30,90.0
70,Mateusz Rebecki,Myktybek Orolbai,215.0,-265.0,2024-10-26,Red,False,Catch Weight,1,3,0,2,0,3.42,0.48,0.4,5.36,0.43,2,0,5,0,0,0,1,0,1,0,2,1.0,177.8,187.96,155,1,0,0,4.7,0.48,0.8,3.84,0.75,4,1,10,0,0,0,1,1,2,0,4,0.0,170.18,167.64,155,31,26,S-DEC,5:00,900.0
71,Abus Magomedov,Brunno Ferreira,-155.0,130.0,2024-10-26,Red,False,Middleweight,1,3,0,2,0,3.76,0.5,0.5,0.5,0.16,2,1,5,0,0,0,0,4,0,0,4,1.0,177.8,182.88,185,0,1,0,2.65,0.44,0.3,3.12,0.64,1,2,9,0,0,0,1,1,0,0,2,1.0,187.96,198.12,185,34,31,SUB,3:14,794.0
72,Kennedy Nzechukwu,Chris Barnett,-800.0,550.0,2024-10-26,Red,False,Heavyweight,1,3,0,1,0,4.21,0.47,0.0,0.0,0.0,1,2,9,0,0,0,0,2,0,0,2,1.0,175.26,190.5,265,2,0,0,5.34,0.47,0.2,0.58,0.45,3,5,30,0,0,1,1,5,1,0,8,0.0,195.58,210.82,205,32,38,KO/TKO,4:27,267.0
73,Farid Basharat,Victor Hugo,-575.0,425.0,2024-10-26,Red,False,Featherweight,1,3,0,2,0,3.27,0.44,1.2,0.81,0.33,2,0,5,0,0,0,1,0,1,0,2,1.0,170.18,180.34,135,0,4,0,4.36,0.55,0.5,3.97,0.44,4,0,10,0,0,0,3,0,1,0,4,1.0,172.72,180.34,135,27,31,U-DEC,5:00,900.0
74,Ismail Naurdiev,Bruno Silva,-148.0,124.0,2024-10-26,Red,False,Middleweight,1,3,3,0,0,3.85,0.47,0.0,0.78,0.23,3,5,19,0,0,0,0,4,0,0,4,1.0,182.88,187.96,185,1,0,0,3.41,0.53,0.2,1.6,0.4,1,2,12,0,0,0,2,0,0,0,2,1.0,177.8,187.96,185,28,35,U-DEC,5:00,900.0
75,Rinat Fakhretdinov,Carlos Leal,-218.0,180.0,2024-10-26,Red,False,Welterweight,1,3,0,0,0,7.13,0.43,0.0,1.0,0.25,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,187.96,170,0,4,1,4.78,0.52,0.2,3.95,0.34,3,0,13,0,0,1,2,0,1,0,4,1.0,182.88,187.96,170,33,30,U-DEC,5:00,900.0
76,Anthony Hernandez,Michel Pereira,-162.0,136.0,2024-10-19,Red,False,Middleweight,1,5,0,8,0,4.46,0.53,0.8,1.27,0.52,8,2,25,0,0,1,3,2,3,0,9,1.0,185.42,185.42,185,0,5,0,4.9,0.63,2.3,6.64,0.44,5,2,19,0,0,0,1,1,4,0,6,1.0,182.88,190.5,185,31,31,KO/TKO,2:22,1342.0
77,Rob Font,Kyler Phillips,455.0,-625.0,2024-10-19,Red,False,Bantamweight,1,3,0,3,0,5.28,0.44,0.4,2.63,0.51,4,1,21,0,0,0,4,2,1,0,7,1.0,172.72,182.88,135,2,0,0,5.44,0.45,0.3,0.84,0.34,4,7,46,0,0,0,3,6,1,0,10,1.0,172.72,180.34,135,37,29,U-DEC,5:00,900.0
78,Charles Johnson,Sumudaerji,-305.0,245.0,2024-10-19,Red,False,Flyweight,1,3,2,0,0,4.72,0.53,0.9,0.23,0.25,3,3,12,0,0,0,2,1,0,0,3,0.0,172.72,182.88,125,0,3,0,4.77,0.5,0.4,0.56,0.23,3,4,25,0,0,1,2,2,0,0,5,,175.26,177.8,125,33,28,U-DEC,5:00,900.0
79,Jake Hadley,Cameron Smotherman,-575.0,425.0,2024-10-19,Blue,False,Bantamweight,1,3,1,0,0,6.25,0.37,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,1.0,175.26,175.26,135,0,1,0,3.8,0.43,1.1,0.33,0.11,2,3,17,0,0,0,1,1,2,0,4,0.0,170.18,177.8,135,28,27,U-DEC,5:00,900.0
80,Darren Elkins,Daniel Pineda,-170.0,142.0,2024-10-19,Red,False,Featherweight,1,3,2,0,0,2.85,0.49,1.5,1.42,0.24,2,7,27,0,0,0,0,1,4,0,5,1.0,170.18,175.26,145,0,1,0,3.4,0.38,1.1,2.86,0.34,6,10,72,0,0,2,9,4,3,0,18,1.0,177.8,180.34,145,40,39,U-DEC,5:00,900.0
81,Matheus Nicolau,Asu Almabayev,205.0,-250.0,2024-10-19,Blue,False,Flyweight,1,3,0,3,0,2.11,0.56,1.7,5.08,0.5,3,0,8,0,0,0,2,0,1,0,3,1.0,162.56,165.1,125,2,0,0,3.31,0.51,0.8,1.22,0.43,4,3,24,0,0,2,3,1,1,0,7,1.0,167.64,167.64,125,31,30,U-DEC,5:00,900.0
82,Brad Katona,Jean Matsumoto,170.0,-205.0,2024-10-19,Blue,False,Bantamweight,1,3,0,2,0,5.2,0.4,0.4,1.13,0.27,2,0,5,0,0,0,1,0,1,0,2,1.0,167.64,172.72,135,0,1,0,4.84,0.52,0.0,1.88,0.34,2,3,21,1,0,0,4,0,0,0,4,1.0,167.64,162.56,135,32,25,U-DEC,5:00,900.0
83,Joselyne Edwards,Tamires Vidal,-258.0,210.0,2024-10-19,Red,False,Women's Bantamweight,0,3,2,0,0,2.91,0.53,0.7,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,1.0,167.64,172.72,135,2,0,0,4.48,0.52,0.6,1.23,0.39,3,4,24,0,0,2,2,0,0,0,4,1.0,172.72,177.8,135,29,26,SUB,4:33,873.0
84,Jessica Penne,Elise Reed,190.0,-230.0,2024-10-19,Blue,False,Women's Strawweight,0,3,1,0,0,3.5,0.53,0.0,0.49,0.6,1,4,17,0,0,1,2,0,0,0,3,1.0,160.02,160.02,115,2,0,0,2.63,0.33,0.5,1.29,0.18,2,6,30,1,0,2,0,1,3,0,6,1.0,165.1,170.18,115,41,31,U-DEC,5:00,900.0
85,Melissa Martinez,Alice Ardelean,-155.0,130.0,2024-10-19,Red,False,Women's Strawweight,0,3,1,0,0,4.97,0.45,0.0,1.0,0.4,0,1,3,0,0,0,0,0,0,0,0,1.0,160.02,157.48,115,1,0,0,3.9,0.52,0.0,0.5,0.5,0,1,3,0,0,0,0,0,0,0,0,0.0,157.48,167.64,115,27,32,U-DEC,5:00,900.0
86,Austen Lane,Robelis Despaigne,330.0,-425.0,2024-10-19,Red,False,Heavyweight,1,3,1,0,0,2.11,0.59,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,1.0,200.66,213.36,265,2,0,0,2.47,0.5,0.0,2.03,0.3,1,3,6,0,0,0,0,1,0,0,1,1.0,198.12,203.2,245,36,36,U-DEC,5:00,900.0
87,Brandon Royval,Tatsuro Taira,,,2024-10-12,Red,False,Flyweight,1,5,0,6,0,2.99,0.6,1.6,2.73,0.44,6,0,13,0,0,0,2,2,2,0,6,1.0,170.18,177.8,125,0,1,0,4.46,0.39,1.2,0.75,0.75,3,3,22,1,0,2,0,1,3,0,6,0.0,175.26,172.72,125,32,24,S-DEC,5:00,1500.0
88,Brad Tavares,JunYong Park,,,2024-10-12,Blue,False,Middleweight,1,3,1,0,0,4.77,0.51,0.9,1.85,0.47,4,3,24,0,1,1,2,0,3,0,7,1.0,177.8,185.42,185,1,0,0,3.43,0.43,0.0,0.74,0.26,5,9,65,0,0,3,10,2,0,0,15,1.0,185.42,187.96,185,36,33,S-DEC,5:00,900.0
89,Chidi Njokuani,Jared Gooden,,,2024-10-12,Red,False,Welterweight,1,3,0,1,0,4.4,0.48,0.4,0.91,0.45,1,4,15,0,0,0,0,1,1,0,2,1.0,182.88,195.58,170,0,1,0,4.59,0.63,0.2,0.0,0.0,3,3,14,0,0,1,0,3,0,0,4,1.0,190.5,203.2,170,35,30,U-DEC,5:00,900.0
90,Grant Dawson,Rafa Garcia,-380.0,300.0,2024-10-12,Red,False,Lightweight,1,3,0,2,0,3.97,0.42,0.3,3.38,0.44,2,3,20,0,0,0,3,0,1,0,4,1.0,170.18,177.8,155,0,1,1,3.15,0.52,1.2,3.65,0.38,6,1,31,0,0,0,4,1,5,0,10,,177.8,182.88,155,30,30,KO/TKO,1:42,402.0
91,Daniel Rodriguez,Alex Morono,-245.0,200.0,2024-10-12,Red,False,Welterweight,1,3,1,0,0,4.96,0.4,0.3,0.34,0.25,4,7,53,0,0,1,8,2,2,0,13,1.0,180.34,182.88,170,3,0,0,7.5,0.49,0.1,0.59,0.54,4,4,29,0,0,1,4,2,1,0,8,0.0,185.42,187.96,170,37,34,S-DEC,5:00,900.0
92,CJ Vergara,Ramazan Temirov,240.0,-298.0,2024-10-12,Blue,False,Flyweight,1,3,0,0,0,8.12,0.41,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,162.56,160.02,125,1,0,0,5.1,0.56,0.2,0.0,0.0,2,3,17,0,0,1,1,2,0,0,4,1.0,167.64,172.72,125,33,27,KO/TKO,2:50,170.0
93,Jonathan Pearce,Pat Sabatini,-180.0,150.0,2024-10-12,Blue,False,Featherweight,1,3,1,0,0,1.94,0.59,2.0,3.97,0.44,4,2,14,0,0,0,3,0,2,0,5,1.0,172.72,177.8,145,2,0,0,5.12,0.54,0.8,5.02,0.5,5,3,21,0,0,0,2,3,1,0,6,,182.88,180.34,145,32,33,SUB,4:06,246.0
94,Themba Gorimbo,Niko Price,-290.0,235.0,2024-10-12,Red,False,Welterweight,1,3,0,1,0,5.21,0.42,0.7,1.04,0.29,2,7,34,0,0,0,2,4,2,0,8,1.0,182.88,193.04,170,0,3,0,3.11,0.61,0.6,4.89,0.65,3,1,9,0,0,0,2,1,0,0,3,1.0,185.42,195.58,170,33,35,U-DEC,5:00,900.0
95,Junior Tafa,Sean Sharaf,-238.0,195.0,2024-10-12,Red,False,Heavyweight,1,3,0,0,0,7.31,0.44,0.0,2.07,0.12,0,0,0,0,0,0,0,0,0,0,0,1.0,190.5,195.58,252,2,0,0,3.36,0.49,0.0,0.0,0.0,1,3,7,0,0,0,0,1,0,0,1,1.0,190.5,190.5,240,28,31,KO/TKO,2:15,435.0
96,Julia Polastri,Cory McKenna,-108.0,-112.0,2024-10-12,Red,False,Women's Strawweight,0,3,1,0,0,2.94,0.38,0.4,2.0,0.47,2,2,15,0,0,0,3,0,1,0,4,1.0,160.02,147.32,115,1,0,0,5.57,0.54,0.6,1.11,0.8,1,2,8,0,0,0,0,0,1,0,1,1.0,157.48,160.02,115,26,25,S-DEC,5:00,900.0
97,Dan Argueta,Cody Haddon,124.0,-148.0,2024-10-12,Blue,False,Bantamweight,1,3,0,1,0,9.2,0.51,0.8,2.48,0.37,1,0,1,0,0,0,0,0,1,0,1,1.0,170.18,175.26,135,1,0,0,2.48,0.43,1.4,4.36,0.35,1,2,12,0,0,0,1,0,0,0,1,0.0,170.18,172.72,135,31,26,U-DEC,5:00,900.0
98,Clayton Carpenter,Lucas Rocha,-245.0,200.0,2024-10-12,Red,False,Flyweight,1,3,0,1,0,2.0,0.44,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,1.0,160.02,162.56,125,0,2,0,4.56,0.53,2.4,2.95,0.55,2,0,4,0,0,0,1,0,1,0,2,1.0,167.64,167.64,125,28,24,SUB,2:12,432.0
99,Alex Pereira,Khalil Rountree Jr.,-425.0,330.0,2024-10-05,Red,True,Light Heavyweight,1,5,0,5,0,3.73,0.38,0.1,0.0,0.0,5,5,29,1,0,1,1,7,0,0,9,0.0,185.42,193.04,205,0,4,0,5.46,0.63,0.3,0.14,1.0,4,1,21,5,0,1,1,6,0,0,8,1.0,193.04,200.66,205,37,34,KO/TKO,4:32,1172.0
100,Raquel Pennington,Julianna Pena,-155.0,130.0,2024-10-05,Blue,True,Women's Bantamweight,0,5,1,0,0,3.25,0.44,0.8,1.81,0.56,4,3,26,3,0,0,3,2,2,0,7,1.0,167.64,175.26,135,0,6,0,4.1,0.49,0.6,0.83,0.27,6,5,54,2,0,3,7,0,3,0,13,1.0,170.18,170.18,135,36,35,S-DEC,5:00,1500.0
101,Jose Aldo,Mario Bautista,102.0,-122.0,2024-10-05,Blue,False,Bantamweight,1,3,0,6,0,5.33,0.47,0.9,1.92,0.33,6,2,20,0,0,0,4,1,3,0,8,,175.26,175.26,135,0,1,0,3.62,0.46,0.1,0.49,0.53,15,7,90,15,0,0,11,11,0,0,22,1.0,170.18,177.8,135,38,31,S-DEC,5:00,900.0
102,Roman Dolidze,Kevin Holland,124.0,-148.0,2024-10-05,Red,False,Middleweight,1,3,0,1,0,4.24,0.49,0.6,0.83,0.38,5,8,57,0,0,2,2,5,5,0,14,1.0,190.5,205.74,185,0,1,0,3.16,0.42,1.1,1.33,0.42,4,3,25,0,0,1,2,4,0,0,7,1.0,187.96,193.04,185,36,31,KO/TKO,5:00,300.0
103,Ketlen Vieira,Kayla Harrison,700.0,-1100.0,2024-10-05,Blue,False,Women's Bantamweight,0,3,0,1,0,4.87,0.64,0.7,2.75,0.3,1,0,2,0,0,0,0,0,1,0,1,0.0,172.72,167.64,135,0,1,0,2.92,0.41,0.6,1.39,0.44,4,3,34,0,0,3,4,0,1,0,8,1.0,172.72,172.72,135,33,34,U-DEC,5:00,900.0
104,Stephen Thompson,Joaquin Buckley,185.0,-225.0,2024-10-05,Blue,False,Welterweight,1,3,0,4,0,4.13,0.36,0.0,1.96,0.46,4,4,31,0,0,1,2,6,0,0,9,0.0,177.8,193.04,170,1,0,1,4.11,0.46,0.0,0.25,0.41,7,7,60,2,0,0,6,6,0,0,12,1.0,182.88,190.5,170,41,30,KO/TKO,2:17,737.0
105,Marina Rodriguez,Iasmin Lucindo,154.0,-185.0,2024-10-05,Blue,False,Women's Strawweight,0,3,0,3,0,3.52,0.45,0.2,2.4,0.57,3,1,11,0,0,0,2,0,1,0,3,1.0,160.02,167.64,115,1,0,2,4.64,0.46,0.2,0.28,0.5,4,4,42,0,0,1,4,3,0,0,8,1.0,167.64,165.1,115,37,22,S-DEC,5:00,900.0
106,Austin Hubbard,Alexander Hernandez,-112.0,-108.0,2024-10-05,Blue,False,Lightweight,1,3,2,0,0,4.43,0.41,0.1,0.95,0.29,2,7,29,0,0,0,3,3,0,0,6,1.0,175.26,182.88,155,0,1,0,4.12,0.43,0.0,1.54,0.34,1,5,23,0,0,0,3,1,0,0,4,1.0,177.8,180.34,155,32,32,S-DEC,5:00,900.0
107,Cesar Almeida,Ihor Potieria,-500.0,380.0,2024-10-05,Red,False,Middleweight,1,3,1,0,0,4.57,0.5,0.0,0.77,0.18,1,4,11,0,0,0,1,2,0,0,3,0.0,190.5,190.5,185,1,0,0,4.12,0.57,0.3,0.0,0.0,2,1,8,0,0,0,1,1,0,0,2,1.0,185.42,187.96,185,36,28,U-DEC,5:00,900.0
108,Ryan Spann,Ovince Saint Preux,,,2024-10-05,Red,False,Light Heavyweight,1,3,0,1,0,3.03,0.47,0.5,1.09,0.36,5,13,78,1,1,2,4,9,5,0,21,0.0,190.5,203.2,205,3,0,0,3.3,0.4,1.7,1.32,0.35,5,6,22,0,0,1,1,3,3,0,8,1.0,195.58,200.66,205,33,41,SUB,1:35,95.0
109,Carla Esparza,Tecia Pennington,,,2024-10-05,Blue,False,Women's Strawweight,0,3,2,0,0,4.82,0.47,0.1,0.57,0.14,3,7,45,0,0,0,7,1,1,0,9,1.0,154.94,152.4,115,1,0,0,2.19,0.39,0.3,3.28,0.36,6,5,44,4,1,3,4,1,1,0,10,1.0,154.94,160.02,115,36,35,U-DEC,5:00,900.0
110,Court McGee,Tim Means,,,2024-10-05,Red,False,Welterweight,1,3,1,0,0,5.04,0.49,0.2,1.14,0.4,4,13,65,0,0,1,6,6,2,0,15,1.0,187.96,190.5,170,3,0,0,4.6,0.37,0.5,1.87,0.25,3,12,59,1,0,1,7,0,2,0,10,1.0,180.34,190.5,170,39,40,SUB,3:19,199.0
111,Renato Moicano,Benoit Saint Denis,210.0,-258.0,2024-09-28,Red,False,Lightweight,1,5,1,0,0,5.17,0.53,1.2,3.97,0.37,5,2,13,0,0,0,0,3,2,0,5,0.0,180.34,185.42,155,0,3,0,4.42,0.49,0.6,1.87,0.44,3,5,35,0,0,2,2,1,6,0,11,1.0,180.34,182.88,155,35,28,KO/TKO,5:00,600.0
112,Nassourdine Imavov,Brendan Allen,-225.0,185.0,2024-09-28,Red,False,Middleweight,1,3,0,7,0,3.79,0.53,1.3,1.67,0.39,7,2,33,0,0,1,3,1,8,0,13,1.0,187.96,190.5,185,0,2,0,4.51,0.55,1.2,0.88,0.36,3,2,29,0,1,0,2,3,0,0,6,1.0,190.5,190.5,185,29,28,U-DEC,5:00,900.0
113,William Gomis,Joanderson Brito,245.0,-305.0,2024-09-28,Red,False,Featherweight,1,3,0,5,0,3.02,0.5,0.9,3.08,0.68,5,1,13,0,0,0,1,3,2,0,6,1.0,172.72,182.88,145,0,3,0,2.69,0.5,0.5,0.78,0.37,3,0,9,0,0,1,1,1,0,0,3,0.0,182.88,185.42,145,27,29,S-DEC,5:00,900.0
114,Kevin Jousset,Bryan Battle,160.0,-192.0,2024-09-28,Blue,False,Welterweight,1,3,0,2,0,5.44,0.53,0.5,0.96,0.23,3,1,14,0,0,0,1,2,2,0,5,1.0,185.42,195.58,170,0,2,0,7.73,0.56,0.5,1.05,0.4,2,0,4,0,0,0,1,0,1,0,2,1.0,187.96,190.5,170,31,30,KO/TKO,3:47,527.0
115,Morgan Charriere,Gabriel Miranda,-520.0,390.0,2024-09-28,Red,False,Featherweight,1,3,0,1,0,2.82,0.4,1.3,3.85,0.33,1,1,3,0,0,0,0,0,1,0,1,1.0,180.34,180.34,145,1,0,0,3.87,0.51,0.6,2.47,0.57,1,1,4,0,0,0,0,1,0,0,1,1.0,172.72,175.26,145,28,34,KO/TKO,0:27,327.0
116,Fares Ziam,Matt Frevola,-125.0,105.0,2024-09-28,Red,False,Lightweight,1,3,1,0,1,3.37,0.4,1.0,2.39,0.39,3,4,20,0,0,1,1,3,1,0,6,1.0,175.26,180.34,155,0,3,0,2.92,0.5,0.3,1.28,0.36,3,2,19,0,1,1,3,0,0,0,5,1.0,185.42,190.5,155,27,34,KO/TKO,2:59,779.0
117,Ion Cutelaba,Ivan Erslan,-102.0,-118.0,2024-09-28,Red,False,Light Heavyweight,1,3,0,0,0,2.6,0.56,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,1.0,187.96,182.88,205,1,0,1,4.29,0.43,0.0,4.04,0.52,2,9,30,0,0,0,2,4,0,0,6,0.0,185.42,190.5,205,30,32,S-DEC,5:00,900.0
118,Oumar Sy,Da Woon Jung,-625.0,455.0,2024-09-28,Red,False,Light Heavyweight,1,3,3,0,1,3.24,0.4,0.2,1.59,0.47,2,3,18,0,0,0,1,2,1,0,4,1.0,193.04,198.12,205,0,1,0,4.81,0.59,0.8,3.21,0.4,1,0,1,0,0,0,0,0,1,0,1,1.0,193.04,210.82,205,28,30,U-DEC,5:00,900.0
119,Ludovit Klein,Roosevelt Roberts,-950.0,625.0,2024-09-28,Red,False,Lightweight,1,3,3,0,0,2.84,0.43,0.7,1.18,0.26,3,4,20,0,0,0,2,0,3,0,5,1.0,187.96,185.42,155,0,5,1,3.81,0.54,0.0,1.7,0.51,3,2,23,0,0,1,3,2,0,0,6,0.0,170.18,182.88,155,29,30,U-DEC,5:00,900.0
120,Taylor Lapilus,Vince Morales,-360.0,285.0,2024-09-28,Red,False,Bantamweight,1,3,2,0,0,3.98,0.36,0.0,0.36,0.3,2,6,23,0,0,0,2,1,0,0,3,1.0,170.18,177.8,135,0,1,0,4.59,0.48,0.3,0.27,0.33,2,2,20,0,0,0,4,1,0,0,5,0.0,167.64,185.42,135,32,33,U-DEC,5:00,900.0
121,Ailin Perez,Daria Zhelezniakova,-245.0,200.0,2024-09-28,Red,False,Women's Bantamweight,0,3,0,1,0,3.29,0.38,0.0,0.8,1.0,1,0,3,0,0,0,1,0,0,0,1,1.0,175.26,172.72,135,0,3,0,2.84,0.58,0.3,5.36,0.51,3,1,11,0,0,0,3,0,0,0,3,,165.1,167.64,135,29,28,SUB,3:52,232.0
122,Daniel Barez,Victor Altamirano,105.0,-125.0,2024-09-28,Red,False,Flyweight,1,3,2,0,0,4.58,0.53,0.0,2.88,0.38,2,3,16,0,0,1,1,1,0,0,3,,172.72,177.8,125,2,0,0,4.1,0.52,0.9,2.24,0.31,0,2,4,0,0,0,0,0,0,0,0,1.0,167.64,167.64,125,35,33,U-DEC,5:00,900.0
123,Nora Cornolle,Jacqueline Cavalcanti,170.0,-205.0,2024-09-28,Blue,False,Women's Bantamweight,0,3,0,2,0,6.02,0.49,0.0,0.0,0.0,2,0,6,0,0,1,1,0,0,0,2,1.0,172.72,177.8,135,0,2,0,3.41,0.53,0.0,0.39,0.11,2,0,5,0,0,0,1,1,0,0,2,1.0,170.18,170.18,135,34,27,S-DEC,5:00,900.0
124,Bolaji Oki,Chris Duncan,-155.0,130.0,2024-09-28,Blue,False,Lightweight,1,3,1,0,0,4.7,0.46,0.3,3.53,0.37,3,2,10,0,0,1,1,1,0,0,3,1.0,177.8,180.34,155,0,2,0,5.63,0.45,0.0,2.11,0.75,2,0,4,0,0,1,0,1,0,0,2,1.0,177.8,185.42,155,28,31,SUB,3:34,214.0
