,RedFighter,BlueFighter,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,Finish,TotalFightTimeSecs,strike_accuracy_Red,takedown_accuracy_Red,connected_strikes_per_minute_Red,absorved_strikes_per_minute_Red,strikes_defense_Red,takedown_defense_Red,takedown_avg_Red,submission_avg_Red,knockdown_avg_Red,avg_fight_time_Red,weight_Red,height_Red,reach_Red,age_Red,win_by_ko_tko_win_Red,win_by_ko_tko_win_percent_Red,win_by_dec_win_Red,win_by_dec_win_percent_Red,win_by_sub_win_Red,win_by_sub_win_percent_Red,strike_accuracy_Blue,takedown_accuracy_Blue,connected_strikes_per_minute_Blue,absorved_strikes_per_minute_Blue,strikes_defense_Blue,takedown_defense_Blue,takedown_avg_Blue,submission_avg_Blue,knockdown_avg_Blue,avg_fight_time_Blue,weight_Blue,height_Blue,reach_Blue,age_Blue,win_by_ko_tko_win_Blue,win_by_ko_tko_win_percent_Blue,win_by_dec_win_Blue,win_by_dec_win_percent_Blue,win_by_sub_win_Blue,win_by_sub_win_percent_Blue
4872,luke rockhold,tim boetsch,Red,False,Middleweight,1,3,0,1,0,32.0769,0.512,0.8462,1.3846,0.211,4,5,33,0,0,2,3,3,0,0,8,1.0,182.88,187.96,185,0,1,0,9.0,0.515,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,0.0,190.5,195.58,185,29,33,SUB,128.0,0.5,0.29,4.1,2.68,0.54,0.65,0.7,1.01,0.91,7.75,185.5,75.0,77.0,38.0,6.0,0.38,2.0,0.13,8.0,0.5,0.51,0.34,2.93,2.9,0.57,0.59,1.45,0.76,0.48,9.03,185.0,72.0,74.0,42.0,13.0,0.62,5.0,0.24,3.0,0.14
4873,jim miller,yancy medeiros,Red,False,Lightweight,1,3,2,0,0,14.5,0.29,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,1.0,177.8,190.5,155,0,1,0,27.3125,0.339,1.875,1.4375,0.523,7,4,38,0,0,0,5,2,5,0,12,0.0,172.72,180.34,155,30,26,SUB,198.0,0.42,0.44,2.99,3.51,0.57,0.49,1.52,1.69,0.21,9.65,155.6,68.0,71.0,41.0,7.0,0.18,10.0,0.26,21.0,0.55,0.37,0.5,4.36,5.67,0.47,0.74,0.33,0.65,0.98,8.47,155.5,70.0,75.5,35.0,8.0,0.53,3.0,0.2,4.0,0.27
4874,max holloway,andre fili,Red,False,Featherweight,1,3,0,1,0,55.0,0.52,0.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,1.0,180.34,187.96,145,0,1,0,64.2857,0.371,0.0,0.0,0.0,3,3,17,0,0,1,1,2,0,0,4,1.0,180.34,175.26,155,22,23,SUB,819.0,0.48,0.53,7.16,4.76,0.59,0.83,0.25,0.31,0.34,16.08,145.0,71.0,69.0,32.0,12.0,0.48,11.0,0.44,2.0,0.08,0.38,0.44,3.88,4.11,0.51,0.7,2.15,0.25,0.37,10.62,157.0,71.0,74.0,34.0,10.0,0.42,11.0,0.46,3.0,0.13
4875,joseph benavidez,tim elliott,Red,False,Flyweight,1,3,1,0,0,69.75,0.438,1.75,3.75,0.5,2,2,12,0,0,0,2,0,0,0,2,0.0,170.18,167.64,135,1,0,0,39.25,0.321,0.375,1.0,0.186,3,2,20,2,0,0,3,3,0,0,6,0.0,162.56,165.1,125,29,27,SUB,248.0,0.35,0.31,3.52,2.67,0.61,0.62,1.41,0.59,0.36,11.38,125.5,64.0,65.0,40.0,8.0,0.29,11.0,0.39,9.0,0.32,0.45,0.47,3.39,2.66,0.57,0.59,3.73,1.04,0.12,12.25,136.0,67.0,66.0,38.0,3.0,0.14,11.0,0.52,7.0,0.33
4876,takanori gomi,isaac vallie-flagg,Red,False,Lightweight,1,3,1,0,0,48.5,0.345,0.0,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,1.0,172.72,172.72,155,1,0,0,32.2857,0.301,0.0,0.1429,0.071,2,4,15,0,0,1,0,2,0,0,3,0.0,170.18,177.8,155,35,36,U-DEC,900.0,0.42,0.65,3.81,3.52,0.6,0.64,1.23,0.8,0.72,7.15,156.0,67.0,70.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.13,5.56,5.6,0.45,0.59,0.2,0.0,0.0,15.0,156.0,68.0,70.0,45.0,6.0,0.43,6.0,0.43,2.0,0.14
4877,jessamyn duke,bethe correia,Blue,False,Women's Bantamweight,0,3,0,1,0,65.0,0.55,0.0,1.0,0.25,1,0,3,0,0,1,0,0,0,0,1,1.0,165.1,162.56,135,0,1,0,123.0,0.66,3.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,1.0,180.34,185.42,135,27,30,U-DEC,900.0,0.53,0.36,4.83,4.43,0.57,0.5,1.27,1.9,0.0,11.85,135.5,71.0,73.0,36.0,1.0,0.33,1.0,0.33,1.0,0.33,0.44,0.18,4.37,4.93,0.56,0.86,0.39,0.0,0.0,12.67,138.5,65.0,64.0,39.0,2.0,0.18,9.0,0.82,0.0,0.0
4878,danny castillo,charlie brenneman,Red,False,Lightweight,1,3,3,0,0,12.4444,0.474,0.0,2.1111,0.288,2,5,18,0,0,0,4,0,0,0,4,1.0,177.8,182.88,155,1,0,0,35.4444,0.503,0.2222,3.0,0.43,3,3,24,0,0,1,4,1,0,0,6,1.0,175.26,180.34,155,34,33,KO/TKO,321.0,0.42,0.39,2.57,1.96,0.63,0.64,2.95,0.19,0.19,10.88,156.0,69.0,71.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.42,1.52,1.55,0.47,0.73,4.23,0.0,0.0,7.73,156.0,70.0,72.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
4879,chris beal,patrick williams,Red,False,Bantamweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,172.72,185.42,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,170.18,175.26,125,28,32,KO/TKO,411.0,0.36,0.58,3.45,3.18,0.62,0.78,1.6,0.23,0.23,13.1,134.0,66.0,69.0,37.0,3.0,0.3,7.0,0.7,0.0,0.0,0.52,0.42,4.12,4.12,0.52,1.0,2.71,0.54,0.54,6.93,136.0,68.0,73.0,41.0,4.0,0.5,1.0,0.13,3.0,0.38
4880,fabricio werdum,travis browne,Red,False,Heavyweight,1,5,0,3,0,16.6667,0.514,0.2222,0.7778,0.351,3,2,13,0,0,0,1,5,1,0,7,1.0,198.12,200.66,255,0,3,0,34.8571,0.609,0.1429,0.4286,0.143,3,2,13,0,0,0,1,3,1,0,5,1.0,193.04,195.58,231,36,31,U-DEC,1500.0,0.52,0.32,3.59,2.64,0.56,0.32,1.75,1.16,0.31,10.47,242.0,76.0,77.0,45.0,6.0,0.26,6.0,0.26,11.0,0.48,0.41,0.69,2.93,4.31,0.43,0.75,1.21,0.22,0.66,8.03,247.5,78.5,79.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0
4881,miesha tate,liz carmouche,Red,False,Women's Bantamweight,0,3,1,0,0,32.3333,0.587,0.6667,1.3333,0.667,1,2,6,1,0,0,0,1,0,0,1,1.0,167.64,167.64,125,2,0,0,23.5,0.51,1.5,2.0,0.375,0,2,6,1,0,0,0,0,0,0,0,1.0,167.64,165.1,135,27,30,U-DEC,900.0,0.45,0.32,2.62,2.98,0.52,0.55,2.02,1.29,0.06,12.72,135.5,66.0,65.0,38.0,4.0,0.2,8.0,0.4,8.0,0.4,0.54,0.52,2.78,2.51,0.62,0.66,2.57,0.31,0.0,13.77,125.0,66.0,66.0,39.0,6.0,0.46,5.0,0.38,2.0,0.15
4882,donald cerrone,edson barboza,Red,False,Lightweight,1,3,0,3,0,40.0,0.458,0.125,0.5,0.25,4,1,19,0,1,1,1,4,0,0,7,1.0,180.34,190.5,155,0,2,0,43.25,0.469,0.25,0.9167,0.346,4,3,24,0,0,0,3,3,3,0,9,1.0,185.42,185.42,155,31,28,SUB,195.0,0.47,0.33,4.41,4.48,0.53,0.74,1.16,1.16,0.81,9.67,170.5,73.0,73.0,40.0,10.0,0.28,9.0,0.25,17.0,0.47,0.44,0.5,4.11,4.65,0.56,0.73,0.45,0.08,0.66,12.2,145.5,71.0,75.0,39.0,14.0,0.61,8.0,0.35,1.0,0.04
4883,brad tavares,yoel romero,Blue,False,Middleweight,1,3,0,3,0,40.6667,0.703,0.0,0.0,0.0,3,0,7,0,0,0,0,3,0,0,3,0.0,182.88,185.42,185,0,5,0,45.75,0.443,0.0,1.625,0.255,5,1,22,0,0,1,5,1,0,0,7,1.0,185.42,187.96,185,26,36,U-DEC,900.0,0.43,0.27,3.43,3.31,0.55,0.81,0.74,0.0,0.19,12.9,185.0,73.0,74.0,37.0,5.0,0.26,12.0,0.63,2.0,0.11,0.49,0.3,3.44,3.05,0.61,0.78,1.57,0.0,0.75,14.37,185.0,72.0,73.5,46.0,11.0,0.85,2.0,0.15,0.0,0.0
4884,rafael dos anjos,khabib nurmagomedov,Blue,False,Lightweight,1,3,0,5,0,31.8,0.474,0.6,5.8,0.31,5,0,13,0,0,0,3,1,1,0,5,1.0,177.8,177.8,155,0,5,0,31.7692,0.373,0.6923,2.0,0.295,5,4,34,0,0,0,6,1,2,0,9,0.0,172.72,177.8,170,29,25,U-DEC,900.0,0.47,0.36,3.48,3.23,0.6,0.55,1.95,0.57,0.2,14.53,171.0,68.0,70.0,40.0,5.0,0.16,16.0,0.5,11.0,0.34,0.49,0.48,4.1,1.75,0.65,0.85,5.32,0.79,0.17,13.22,155.0,70.0,70.0,34.0,8.0,0.28,10.0,0.34,11.0,0.38
4885,thiago alves,seth baczynski,Red,False,Welterweight,1,3,0,1,0,24.375,0.34,0.625,0.625,0.084,4,3,18,0,0,1,1,1,2,0,5,1.0,190.5,187.96,170,1,0,0,33.8235,0.473,0.2941,0.6471,0.352,7,6,40,1,0,0,3,6,1,1,11,1.0,175.26,177.8,170,30,32,U-DEC,900.0,0.42,0.61,3.73,3.42,0.63,0.63,0.71,0.3,0.66,10.98,171.0,69.0,70.0,39.0,13.0,0.46,14.0,0.5,1.0,0.04,0.32,0.17,3.08,3.14,0.51,0.48,0.89,0.75,0.3,9.15,170.0,75.0,74.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
4886,jorge masvidal,pat healy,Red,False,Lightweight,1,3,4,0,0,42.25,0.395,0.5,1.75,0.233,0,4,10,0,0,0,0,0,0,0,0,1.0,182.88,187.96,155,1,0,0,37.3333,0.467,0.6667,2.3333,0.417,2,1,8,0,0,0,1,0,1,0,2,1.0,180.34,187.96,170,29,30,U-DEC,900.0,0.48,0.59,4.05,3.05,0.64,0.73,1.38,0.32,0.43,13.58,171.0,71.0,74.0,38.0,16.0,0.46,17.0,0.49,2.0,0.06,0.37,0.37,2.57,2.57,0.5,0.56,3.08,1.05,0.0,13.4,155.0,72.0,72.9,39.0,7.0,0.23,9.0,0.29,15.0,0.48
4887,estevan payan,alex white,Blue,False,Featherweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,182.88,180.34,155,2,0,0,28.5,0.375,0.5,0.5,0.5,0,2,6,0,0,0,0,0,0,0,0,1.0,177.8,182.88,145,32,25,KO/TKO,88.0,0.43,1.0,4.25,3.58,0.58,0.6,0.36,0.36,0.0,10.13,146.0,70.0,72.0,41.0,5.0,0.36,6.0,0.43,3.0,0.21,0.42,0.28,3.76,3.07,0.61,0.71,0.92,0.52,0.52,11.47,155.0,72.0,71.5,34.0,5.0,0.38,3.0,0.23,5.0,0.38
4888,caio magalhaes,luke zachrich,Red,False,Middleweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,187.96,187.96,185,0,2,0,25.0,0.43,1.6667,1.0,0.21,2,1,8,0,0,0,1,0,1,0,2,1.0,185.42,185.42,185,26,32,KO/TKO,44.0,0.4,0.15,2.27,2.78,0.56,0.58,1.05,1.58,0.53,8.13,185.5,73.0,73.0,35.0,3.0,0.33,3.0,0.33,3.0,0.33,0.33,0.33,4.56,4.46,0.63,0.8,0.74,0.0,0.0,6.73,185.5,74.0,74.0,41.0,5.0,0.36,3.0,0.21,6.0,0.43
4889,jordan mein,hernani perpetuo,Red,False,Welterweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,182.88,187.96,170,1,0,0,26.5,0.475,0.0,0.0,0.0,1,1,3,0,0,0,0,1,0,0,1,1.0,182.88,185.42,170,24,28,S-DEC,900.0,0.45,0.58,3.35,2.55,0.69,0.67,1.56,0.22,0.34,11.18,169.0,72.0,73.0,33.0,16.0,0.53,7.0,0.23,7.0,0.23,0.29,0.0,2.73,4.37,0.55,0.38,0.0,0.5,0.0,15.0,171.0,72.0,74.0,38.0,7.0,0.41,6.0,0.35,4.0,0.24
4890,dustin ortiz,ray borg,Red,False,Flyweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,162.56,160.02,135,1,0,0,45.0,0.47,0.0,3.0,0.385,1,1,6,0,0,0,0,1,0,0,1,1.0,165.1,165.1,125,25,20,S-DEC,900.0,0.45,0.36,2.94,2.17,0.56,0.53,3.01,0.09,0.17,11.95,123.8,65.0,65.0,34.0,9.0,0.47,7.0,0.37,3.0,0.16,0.52,0.5,1.52,1.93,0.48,0.47,3.89,1.04,0.0,14.45,149.4,64.0,63.0,29.0,1.0,0.08,6.0,0.46,6.0,0.46
4891,mirsad bektic,chas skelly,Red,False,Featherweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,182.88,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,172.72,177.8,145,23,28,M-DEC,900.0,0.42,0.53,2.43,1.8,0.58,0.92,3.98,0.44,0.29,10.17,144.5,68.0,70.0,32.0,7.0,0.54,4.0,0.31,2.0,0.15,0.41,0.34,2.01,3.21,0.49,0.39,1.74,2.27,0.27,9.35,146.0,71.0,72.5,38.0,4.0,0.21,5.0,0.26,10.0,0.53
4892,derrick lewis,jack may,Red,False,Heavyweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,,203.2,200.66,255,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,190.5,200.66,260,29,33,KO/TKO,263.0,0.51,0.26,2.48,2.48,0.41,0.53,0.57,0.0,0.57,9.15,266.0,75.0,79.0,40.0,23.0,0.82,4.0,0.14,1.0,0.04,0.38,0.33,1.52,3.29,0.33,0.2,0.91,0.0,0.0,8.22,247.0,80.0,80.0,38.7,6.0,0.86,1.0,0.14,0.0,0.0
4893,michael bisping,tim kennedy,Blue,False,Middleweight,1,5,0,2,0,33.5,0.495,0.0,1.0,0.25,2,0,4,0,0,0,1,1,0,0,2,1.0,180.34,187.96,185,0,1,0,49.8421,0.406,0.2632,1.3684,0.352,4,5,45,1,0,1,5,8,0,0,14,1.0,185.42,190.5,185,35,34,U-DEC,1500.0,0.38,0.43,4.33,2.71,0.65,0.63,1.05,0.32,0.4,11.62,186.0,73.0,75.5,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.35,2.78,1.84,0.62,0.71,2.58,0.71,0.09,12.05,186.0,71.0,74.0,43.0,8.0,0.44,4.0,0.22,6.0,0.33
4894,patrick cote,kyle noke,Red,False,Welterweight,1,3,0,1,0,22.3333,0.593,0.6667,1.3333,0.417,3,2,10,0,0,0,0,2,2,0,4,0.0,185.42,193.04,170,0,2,0,25.9286,0.431,0.1429,0.2857,0.131,4,8,33,2,0,1,2,2,0,0,6,1.0,180.34,180.34,170,34,34,U-DEC,900.0,0.48,0.21,2.81,3.21,0.49,0.44,0.68,0.25,0.56,10.13,170.0,71.0,71.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.55,3.23,2.09,0.64,0.67,1.53,0.76,0.38,9.05,170.0,74.0,76.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
4895,sheldon westcott,elias theodorou,Blue,True,Middleweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,185.42,190.5,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,185.42,180.34,170,29,25,KO/TKO,581.0,0.41,0.38,2.26,3.73,0.37,0.14,3.23,0.0,0.0,9.3,170.0,73.0,71.0,38.0,4.0,0.4,2.0,0.2,4.0,0.4,0.42,0.28,4.19,2.39,0.53,0.59,1.27,0.0,0.0,13.98,184.5,73.0,75.5,35.0,6.0,0.35,10.0,0.59,1.0,0.06
4896,chad laprise,olivier aubin-mercier,Red,True,Welterweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0,175.26,177.8,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,177.8,180.34,170,27,25,S-DEC,900.0,0.43,0.55,4.78,3.59,0.65,0.79,1.05,0.0,0.52,8.58,171.0,70.0,71.0,36.0,8.0,0.57,5.0,0.36,1.0,0.07,0.51,0.34,2.48,2.97,0.56,0.71,2.36,0.51,0.21,12.18,155.5,69.0,70.5,34.0,1.0,0.08,2.0,0.17,9.0,0.75
4897,dustin poirier,akira corassani,Red,False,Featherweight,1,3,0,3,0,31.3333,0.51,0.0,0.6667,0.11,3,0,7,0,0,1,1,0,0,0,3,1.0,172.72,172.72,145,0,2,0,47.6667,0.471,0.7778,1.2222,0.27,4,2,21,0,0,0,3,1,3,0,7,0.0,175.26,182.88,155,25,31,KO/TKO,342.0,0.51,0.36,5.3,4.33,0.53,0.64,1.24,1.28,0.62,10.28,155.0,69.0,72.0,36.0,16.0,0.53,7.0,0.23,7.0,0.23,0.45,0.29,3.25,4.91,0.5,0.87,0.7,0.0,0.0,7.12,145.0,68.0,67.0,40.0,1.0,0.08,9.0,0.69,3.0,0.23
4898,sam stout,kj noons,Blue,False,Welterweight,1,3,0,1,0,49.0,0.335,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,1.0,177.8,182.88,155,0,1,0,56.7647,0.276,0.1176,0.5882,0.225,2,8,47,0,0,3,5,1,0,0,9,1.0,175.26,177.8,155,29,31,KO/TKO,30.0,0.29,0.38,4.17,4.08,0.57,0.78,0.63,0.13,0.19,11.92,155.0,69.0,70.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.2,3.68,3.78,0.65,0.69,0.08,0.0,0.39,10.8,156.0,70.0,72.0,40.0,9.0,0.75,3.0,0.25,0.0,0.0
4899,sarah kaufman,leslie smith,Red,False,Women's Bantamweight,0,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,175.26,167.64,135,1,0,0,87.0,0.4,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,1.0,165.1,170.18,135,28,31,U-DEC,900.0,0.46,0.57,6.65,4.0,0.63,0.81,0.38,0.0,0.0,13.32,136.0,65.0,67.0,37.0,10.0,0.59,7.0,0.41,0.0,0.0,0.4,0.0,7.56,8.41,0.51,0.63,0.0,0.0,0.48,9.02,135.4,69.0,66.0,40.0,5.0,0.5,5.0,0.5,0.0,0.0
4900,ryan jimmo,sean o'connell,Red,False,Light Heavyweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,185.42,187.96,205,1,0,0,34.25,0.773,0.0,0.25,0.125,1,2,9,0,0,0,1,1,0,0,2,1.0,185.42,185.42,205,32,30,KO/TKO,267.0,0.66,0.29,3.12,2.77,0.47,0.88,0.45,0.0,0.9,9.48,206.0,74.0,73.0,41.0,8.0,0.42,9.0,0.47,2.0,0.11,0.49,0.0,5.46,6.77,0.45,0.3,0.0,0.54,0.81,7.95,205.6,73.0,74.0,39.0,9.0,0.53,5.0,0.29,3.0,0.18
4901,george roop,dustin kimura,Red,False,Bantamweight,1,3,0,1,0,10.6667,0.243,2.3333,0.0,0.0,1,1,5,0,0,0,0,0,2,0,2,1.0,170.18,180.34,135,1,0,0,36.1,0.359,0.1,0.6,0.291,2,6,24,0,0,1,1,2,0,0,4,1.0,185.42,182.88,135,32,24,U-DEC,900.0,0.34,0.57,3.43,2.47,0.61,0.6,1.05,0.09,0.26,10.75,135.0,71.0,72.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.38,1.33,3.82,0.52,0.5,0.93,2.18,0.0,9.63,136.0,67.0,71.0,34.0,2.0,0.17,1.0,0.08,9.0,0.75
4902,mark bocek,mike de la torre,Red,False,Lightweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,180.34,145,1,0,0,23.0833,0.409,1.0833,2.75,0.522,3,5,28,0,0,0,3,0,4,0,7,1.0,172.72,190.5,155,32,27,S-DEC,900.0,0.44,0.37,2.34,2.32,0.61,0.31,3.65,1.32,0.0,11.38,156.0,68.0,75.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.17,3.21,4.75,0.52,0.83,0.36,0.0,0.36,5.92,146.0,71.0,71.0,36.0,7.0,0.5,2.0,0.14,5.0,0.36
4903,nordine taleb,vik grujic,Red,False,Middleweight,1,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,180.34,185.42,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1.0,185.42,187.96,170,32,37,U-DEC,900.0,0.51,0.76,3.66,2.62,0.67,0.74,1.94,0.0,0.24,10.32,171.0,73.0,74.5,42.0,7.0,0.47,8.0,0.53,0.0,0.0,0.48,0.33,2.24,3.39,0.42,0.27,1.18,0.39,0.0,9.5,170.0,71.0,73.0,26.0,2.0,0.29,2.0,0.29,3.0,0.43
